,Property_Type,Price,Title,Location,Description,Time,Amenities
1160,Townhouse,"5,800,000EGP",Townhouse Middle For Sale in Hyde Park,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,4bathrooms,197sqm",Listed 5 days ago,"Unfurnished,Security,Concierge,Balcony,Study,Walk-in Closet,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Covered Parking"
1161,Apartment,"1,200,000EGP",Finished apart. + ACS+ KITCHEN CASH / INS OVER 8Y,"Monte Napoleone, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3bedrooms,3bathrooms,130sqm",Listed 2 months ago,"Unfurnished,Central A/C,Security,Private Garden,Concierge,Built in Wardrobes,Balcony,Study,Walk-in Closet,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1162,Villa,"8,000,000EGP",Villa 4BR With garden505m and private Lagoon-0%DP,"Mangroovy Residence, Al Gouna, Hurghada, Red Sea","4bedrooms,4bathrooms,180sqm",Listed 20 days ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1163,Villa,"25,000,000EGP",Villa Resale in PK1 Hotel Finishing Landscape View,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","6bedrooms,6bathrooms,875sqm",Listed 26 days ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1164,Apartment,"230,000EGP","Apartment 210m view garden ,insta 10 years","Castle Landmark, New Capital Compounds, New Capital City, Cairo","3bedrooms,3bathrooms,210sqm",Listed 4 months ago,"Unfurnished,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1165,Penthouse,"7,500,000EGP",Penthouse with Pool prime location ( Lake View ),"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,4bathrooms,300sqm",Listed 24 days ago,"Unfurnished,Security,Balcony,Maids Room,Walk-in Closet,View of Landmark"
1166,Villa,"25,000,000EGP","Villa for Sale Al Rabwa compound, sheikh Zayed","Al  Rabwa, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","5bedrooms,4bathrooms,373sqm",Listed 2 months ago,"Partly furnished,Kitchen Appliances,Central A/C,Security,Private Garden,Balcony,Maids Room,Walk-in Closet,Private Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking"
1167,Villa,"5,270,000EGP",Villa for sale in Telal Ain Sokhna with sea view,"Telal Al Sokhna, Al Ain Al Sokhna, Suez","3bedrooms,2bathrooms,140sqm",Listed 1 month ago,"Unfurnished,Security,Private Garden,Children's Pool,Concierge,Maid Service,Balcony,Shared Gym,Maids Room,Study,Walk-in Closet,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1168,Twin House,"16,500,000EGP",Twinhouse Facing North Prime Location for Sale,"Marassi, Sidi Abdel Rahman, North Coast","3bedrooms,3bathrooms,290sqm",Listed 5 days ago,"Unfurnished,Central A/C,Security,Private Garden,Maid Service,Balcony,Shared Gym,Maids Room,Shared Pool,Pets Allowed,Children's Play Area,Barbecue Area,Shared Spa"
1169,Apartment,"640,000EGP",Apartment 280m for sale in installments near cfc,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4bedrooms,4bathrooms,280sqm",Listed 1 month ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1170,Apartment,"6,250,000EGP",Apartment for sale RTM in sodic with instalments,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,2bathrooms,177sqm",Listed 25 days ago,"Unfurnished,Central A/C,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1171,Townhouse,"10,000,000EGP",prime townhouse corner  with 5% DP over 8 years,"The Crown, Cairo Alexandria Desert Road, 6 October City, Giza","5bedrooms,5bathrooms,220sqm",Listed 4 days ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1172,Twin House,"22,500,000EGP",exclusive in insider Twinhouse for sale lake view,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5bedrooms,5bathrooms,550sqm",Listed 1 month ago,"Unfurnished,Security,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Shared Gym,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Shared Spa"
1173,Townhouse,"6,300,000EGP",Town house for sale in shikh zayed 5% over 8 years,"Village West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","4bedrooms,4bathrooms,220sqm",Listed 2 months ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1174,Townhouse,"3,865,000EGP",Townhouse Classic for Sale Hyde park with Credit,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,3bathrooms,234sqm",Listed 1 month ago,"Unfurnished,Security,Private Garden,Balcony,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1175,Apartment,"5,200,000EGP",Apartment for sale in New Giza - finished -183 SQM,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza","4bedrooms,3bathrooms,183sqm",Listed 2 months ago,"Unfurnished,Kitchen Appliances,Central A/C,Security,Maid Service,Balcony,Study"
1176,Villa,"10,545,000EGP",Prime location | Best Price with installments,"Sodic East, 6th District, New Heliopolis, Cairo","5bedrooms,5bathrooms,510sqm",Listed 1 month ago,"Unfurnished,Kitchen Appliances,Security,Private Garden,Maids Room"
1177,Villa,"1,638,815EGP",Fully Finished Villa 5% DP - 9 Years Installments,"Mountain View October Park, 6th District, 6 October City, Giza","4bedrooms,4bathrooms,275sqm",Listed 9 days ago,"Unfurnished,Kitchen Appliances,Security,Built in Wardrobes,Balcony,Private Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area"
1178,Apartment,"1,433,000EGP","Disc 40% , 171 m Apartment ,delivery after 1 year","The Loft, New Capital Compounds, New Capital City, Cairo","3bedrooms,3bathrooms,171sqm",Listed 4 months ago,"Unfurnished,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1179,Whole Building,"416,666EGP",Building 0 down payment - installments 14 years,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",,Listed 17 days ago,"Unfurnished,Central A/C,Security,Children's Pool,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Shared Gym,Study,Walk-in Closet,Shared Pool,Pets Allowed,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1180,Villa,"14,000,000EGP",Resale + Installments Villa Type D in PHNC,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","6bedrooms,6bathrooms,660sqm",Listed 1 month ago,"Unfurnished,Security,Private Garden,Balcony"
1181,Apartment,"3,200,000EGP",Fully Finished Apartment prime location TheSquare,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4bedrooms,3bathrooms,210sqm",Listed 12 days ago,"Unfurnished,Kitchen Appliances,Central A/C,Security,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Shared Gym,Study,Walk-in Closet,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1182,Apartment,"3,400,000EGP",An upscale area|Ultra super lux f|attractive price,"Ja'far ibn Abi Talib St., El Yasmeen 4, El Yasmeen, New Cairo City, Cairo","3bedrooms,2bathrooms,220sqm",Listed 18 days ago,none
1183,Apartment,"2,130,000EGP",Apartment 130m ready to move in ICity October,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza","3bedrooms,2bathrooms,130sqm",Listed 18 days ago,"Unfurnished,Central A/C,Security,Balcony,Shared Gym,Pets Allowed,Barbecue Area,Shared Spa"
1184,Chalet,"5,250,000EGP",For Sale Ground Chalet Fully Finished Hacienda Bay,"Hacienda Bay, Sidi Abdel Rahman, North Coast","3bedrooms,3bathrooms,170sqm",Listed 9 days ago,"Furnished,Kitchen Appliances,Security,Private Garden,Built in Wardrobes,Balcony,Shared Spa"
1185,Apartment,"742,127EGP",Lowest Down Payment Apartment 171m Re-Sale,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","3bedrooms,3bathrooms,171sqm",Listed 24 days ago,"Unfurnished,Security,Concierge,Maid Service,Balcony,Pets Allowed,Children's Play Area,Barbecue Area"
1186,Villa,"15,500,000EGP","S Villa for sale ,prime location , Villette Sodic","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5bedrooms,5bathrooms,440sqm",Listed 1 month ago,none
1187,Apartment,Askforprice,Village west lowest price per sqm (elSheikh Zayed),"Village West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","3bedrooms,3bathrooms,149sqm",Listed 2 months ago,"Unfurnished,Security,Children's Pool,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1188,Apartment,"2,800,000EGP",Artistically Cosy ap in Heliopolis for Sale.,"Abd Al Moneim Hafez St., Almazah, Heliopolis - Masr El Gedida, Cairo","3bedrooms,4bathrooms,210sqm",Listed 17 days ago,"Furnished,Kitchen Appliances,Security,Lobby in Building,Balcony,Maids Room,Covered Parking"
1189,Apartment,"1,600,000EGP","Apartment for Sale in Badya, Palm Hills - October","Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","2bedrooms,2bathrooms,137sqm",Listed 10 days ago,"Unfurnished,Security,Private Garden,Maid Service,Balcony,Maids Room,Study,Pets Allowed,View of Water,Children's Play Area,Covered Parking"
1190,Duplex,"7,000,000EGP",For Sale Duplex Garden corner very prim location,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,3bathrooms,245sqm",Listed 2 days ago,"Partly furnished,Kitchen Appliances,Central A/C,Security,Private Garden,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Maids Room,Study,Walk-in Closet,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking"
1191,Villa,"7,014,300EGP",the lowest price Standalone 0% D.P over10 years,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","4bedrooms,4bathrooms,255sqm",Listed 2 months ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Garden,Children's Pool,Maid Service,Balcony,Private Gym"
1192,Apartment,"1,053,000EGP",Own your apartment 135+150g 20% dp- Bait Al Watan,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo","3bedrooms,2bathrooms,135sqm",Listed 14 days ago,"Unfurnished,Security,Private Garden,Concierge,Lobby in Building,Balcony,Covered Parking"
1193,Apartment,"300,000EGP",Apartment 165 meters for  sale  next to  #Madinaty,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3bedrooms,3bathrooms,165sqm",Listed 11 days ago,"Unfurnished,Security,Maid Service,Balcony,Shared Gym,Maids Room,Shared Pool,Covered Parking,Shared Spa"
1194,Apartment,"4,433,000EGP",Bloomfield - For sale Apartment 206M + 80M Garden,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3bedrooms,3bathrooms,206sqm",Listed 17 days ago,"Unfurnished,Security,Private Garden,Children's Pool,Concierge,Maid Service,Lobby in Building,Shared Gym,Maids Room,Walk-in Closet,Shared Pool,Pets Allowed,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1195,Apartment,"450,000EGP",Receive fully-finished +ac apartment 155m inst 8 y,"Fifth Square, North Investors Area, New Cairo City, Cairo","3bedrooms,3bathrooms,155sqm",Listed 17 days ago,"Unfurnished,Children's Pool,Concierge,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1196,Apartment,"1,610,000EGP",Apartment 160m 4 SALE in iCity - Premium location,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,3bathrooms,160sqm",Listed 16 days ago,"Unfurnished,Security,Concierge,Lobby in Building,Balcony,Shared Gym,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1197,Villa,"13,000,000EGP",villa for sale compound el guezira 2,"Al Guezira 2, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","6bedrooms,6bathrooms,800sqm",Listed 6 hours ago,"Unfurnished,Security,Private Garden,Maid Service,Balcony,Maids Room,Private Pool,Pets Allowed,View of Landmark,Covered Parking"
1198,Apartment,"3,300,000EGP",apartment \ immediate receipt \new tourist capital,"Sun Capital, Fayoum Desert road, 6 October City, Giza","3bedrooms,3bathrooms,152sqm",Listed 19 days ago,"Unfurnished,Security,Private Garden,Children's Pool,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Walk-in Closet,Private Pool,Shared Pool,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1199,Villa,"350,000EGP",villa prime location in sodic installments 7 years,"Sodic East, 6th District, New Heliopolis, Cairo","3bedrooms,3bathrooms,234sqm",Listed 24 days ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1200,Villa,"4,500,000EGP","Villa Type M for Sale in Badya, Palm Hills-October","Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","4bedrooms,4bathrooms,230sqm",Listed 10 days ago,"Unfurnished,Security,Private Garden,Maid Service,Balcony,Maids Room,Study,Pets Allowed,Children's Play Area,Covered Parking"
1201,Villa,"1,500,000EGP",Separate villa on the 90 street directly,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5bedrooms,4bathrooms,355sqm",Listed more than 6 months ago,"Unfurnished,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1202,Townhouse,"449,500EGP",Land Area264|Unit 250m+Garden|Community+Services,"The Marq ville, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,3bathrooms,250sqm",Listed 1 month ago,"Unfurnished,Central A/C,Security,Balcony,Maids Room,Shared Pool,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1203,Chalet,"13,900,000EGP","Cabin for sale, ready to move, 10% DP Hacienda Bay","Hacienda Bay, Sidi Abdel Rahman, North Coast","2bedrooms,1bathroom,117sqm",Listed 21 days ago,"Unfurnished,Security,Children's Pool,Maid Service,Lobby in Building,Balcony,Shared Gym,Study,Walk-in Closet,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
1204,Duplex,"7,000,000EGP",Duplex 4 sale fully finished super lux in VGK,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,4bathrooms,255sqm",Listed 1 month ago,"Unfurnished,Kitchen Appliances,Central A/C,Security,Private Garden,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Maids Room,Study,Walk-in Closet,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking"
1205,Apartment,"1,975,000EGP",Apartment for sale  in mountain view icity october,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza","2bedrooms,1bathroom,120sqm",Listed 2 months ago,"Unfurnished,Security,Children's Pool,Lobby in Building,Balcony,Shared Gym,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
